user_id,wrong_max
3898,1465990455
5134,1523290677
6033,1457669535
6464,1494938312
6758,1513867349
7014,1513265887
8179,1472733005
12386,1441642225
12466,1522299447
12508,1477491741
13071,1436128907
14116,1461178320
14164,1521443117
14353,1526658560
14361,1485721342
15107,1491926808
169,1510948588
17403,1490100840
17570,1522779973
17855,1463203827
17930,1436550016
19333,1517226468
19985,1468519958
20714,1455276860
22049,1479981960
22184,1491308570
22895,1453638274
23171,1508548524
24174,1513900219
24631,1498593739
2477,1519657574
26196,1463954534
2644,1436829119
2915,1525472523
3241,1523618841
334,1481630791
3786,1502793938
4417,1467643308
4465,1470296043
544,1496836478
5543,1452624208
6217,1508071421
6264,1486981474
6278,1436208192
740,1435614109
9028,1507136160
9296,1517594299
10487,1511348646
1104,1504361298
11929,1436808311
11966,1446997256
12274,1512927804
12643,1471714494
13352,1461329277
1418,1526078141
14991,1493808142
17033,1453906104
18223,1480255297
19717,1511029439
19804,1526661873
20058,1511367744
20387,1525634169
21309,1478639175
21951,1439059826
22022,1437319244
22543,1497014062
22800,1455905155
23895,1500471963
23928,1454161897
23934,1488059337
26132,1470307409
26593,1489872489
26629,1517302624
2718,1469179570
3891,1461074154
4078,1434892465
4315,1498448547
442,1472758487
4685,1490704731
743,1492598977
9440,1436356787
9656,1454012627
975,1443464824
10557,1508069150
10563,1478386968
10676,1496216460
11405,1456158132
12081,1523278343
1305,1496700623
14672,1526217494
15100,1458154340
16255,1502197316
16668,1523954205
18312,1522179967
18577,1521804939
18913,1434453430
19085,1505196585
19442,1501322574
19773,1511359160
19896,1523941080
2144,1512566054
22014,1453362070
22633,1437420014
232,1511367873
2341,1454266727
25123,1525181135
26217,1515797030
26673,1526363149
3280,1515406944
3454,1494229733
3819,1521132804
383,1484130981
54,1506682314
5412,1503051391
6069,1525196770
6091,1436258805
8682,1496688857
10891,1520372224
11048,1434904810
11376,1521408562
11428,1511185489
11588,1473539332
1207,1454494176
12192,1495787839
12420,1476299971
13367,1520287320
15210,1510215777
17179,1459694563
17623,1480417393
18715,1487413147
19250,1515918378
19777,1518412962
19811,1500893048
20243,1504463024
20294,1518968415
20349,1453484977
21283,1514539641
22375,1436820190
22923,1434474762
23496,1467132138
24092,1458222306
24111,1456157390
25117,1508610493
25200,1437401140
2988,1445461743
3996,1436215569
4205,1445545733
5096,1502287666
5377,1437132344
635,1521222879
8424,1478426328
8432,1526569350
9016,1507730818
940,1473342524
9472,1508785039
10177,1521401160
11280,1505059765
12454,1468239648
12838,1473605613
12986,1434900516
14387,1503565624
14872,1516278175
15331,1478102441
15492,1456077461
16561,1453482848
16735,1437076679
17423,1521134104
18539,1452169257
20621,1485701799
20722,1437176582
22249,1485718806
23065,1494360658
24565,1520852517
24651,1490474832
25198,1476551779
26238,1477817509
26392,1503432841
3490,1523989322
3740,1490699602
3808,1454045905
4044,1503406035
4437,1514909403
5732,1476030944
6121,1458046590
6300,1512510887
727,1477496269
8714,1481042767
9201,1437253404
10803,1479557324
10814,1466678697
11134,1434447626
11467,1476048414
1236,1521357935
1290,1518279828
12919,1519234715
13592,1475668849
14417,1478533224
14478,1467538766
1601,1519744808
16503,1436772595
16918,1481484829
17493,1522316913
17779,1522984155
18182,1472452308
18647,1459704815
19312,1495432594
19367,1517694426
19421,1474231771
20024,1520529573
20596,1519495998
20671,1512804923
21000,1521223710
21071,1512907281
2115,1499281304
21440,1457386784
21893,1438192339
22285,1471904435
23499,1478537417
2363,1486563485
25325,1504620846
25593,1454162416
25863,1436219347
25891,1496660687
25939,1518770102
26148,1435383492
428,1520733753
4546,1492782636
4580,1509223626
495,1434362096
5458,1494248712
6104,1437111613
6632,1482925835
6721,1438513998
9380,1435572900
9456,1516535779
11604,1471615338
11738,1454790437
11798,1514375823
1235,1499107120
12696,1486799676
12918,1464889802
12941,1475502226
14115,1495446020
14776,1499987470
1518,1510777702
17380,1465633278
17834,1516097626
17900,1512105685
18114,1484853802
18538,1513857661
19714,1435581464
19996,1503861947
20383,1478427822
20502,1489253920
20580,1524524390
20719,1504446267
20731,1507642484
20985,1473840761
20986,1499717144
21148,1526212378
21228,1464530252
21779,1476103687
21838,1514886073
22158,1487151983
22433,1436160929
22447,1510529311
22748,1490270142
23262,1445678572
23521,1511346806
2354,1436177892
23805,1474156915
24897,1514413958
2683,1522442114
5076,1510805052
6094,1499511995
6841,1514233547
7652,1494892052
854,1463152889
938,1459071035
986,1474545361
10440,1435535506
10723,1462294927
1112,1475018333
11384,1520804489
11539,1474397108
12425,1509692138
13144,1437138284
1318,1474837239
13275,1473243751
13952,1486062219
15350,1476939750
15802,1436813310
16081,1459113585
16097,1474103529
17774,1509627558
17846,1515551233
18248,1482526356
1856,1514320628
19410,1526768095
20643,1503172693
21834,1473375753
22636,1521795333
22859,1434540726
23043,1436184955
23223,1472753868
23779,1436199066
23937,1508787501
24534,1436215019
25132,1505231728
25769,1496934457
25773,1446062915
26118,1520369021
279,1436909360
3187,1488698606
3764,1436478888
4157,1472665246
4189,1522681144
422,1454135457
433,1461083944
4969,1524386085
6662,1522600764
6711,1435088924
685,1526642271
6965,1434955271
7781,1510943463
8815,1445461824
8898,1487362582
9692,1436994396
1111,1503529047
11331,1436825161
138,1481660676
13852,1511718475
14790,1526759461
15242,1518547243
15362,1514360718
15623,1436227192
17366,1496768852
1910,1473759091
19733,1437425944
20805,1504098042
22009,1515398410
22018,1506001325
22088,1521652641
22245,1483451133
2272,1454006058
23788,1518874025
24736,1518553022
25284,1503230925
25364,1509765695
25383,1482078382
3019,1493669780
3107,1525424229
323,1490870948
361,1506115210
3660,1518725026
387,1488723496
4215,1524826460
4738,1488465662
5081,1477304643
5572,1509967255
5830,1520195177
6280,1505934826
6757,1499757078
6926,1514951792
7072,1435861415
8442,1476021755
8671,1519761561
9459,1436891062
9580,1477235393
9712,1526406635
9864,1489686349
10498,1522680501
10974,1460452558
11109,1444236937
12756,1520492499
12903,1447682056
14637,1483721269
14757,1441130777
16121,1518705295
16779,1515611735
1735,1482176522
2058,1526767557
2108,1461250229
21840,1478082518
23272,1475707149
23399,1502443296
23610,1496826235
23762,1436035313
24029,1436218936
2443,1440496106
25702,1495653695
25803,1472172038
25870,1513521329
26187,1462294278
3546,1519200700
4179,1518445026
4542,1506200069
4977,1456235358
5576,1488467597
6074,1482066595
6119,1462527158
6152,1435280449
6555,1525532515
703,1517305621
724,1474896221
7387,1437304808
7912,1469019119
8273,1485432779
8292,1470861344
836,1506520478
8419,1500198352
9610,1436475462
11872,1522746529
13160,1467125040
13661,1501164694
13769,1455652860
13806,1436102291
13902,1487372475
14419,1447188167
1470,1473836023
14876,1434701257
15071,1508063775
15180,1446404504
16690,1481356521
17977,1436213710
18761,1440776140
18799,1447891122
19680,1522272197
19843,1434363749
20182,1514152612
20249,1492204391
20969,1512650426
24130,1507957584
24511,1522152696
24830,1519458526
24982,1475528141
25605,1514883578
25754,1496523511
26000,1509799446
26125,1516807694
2896,1459631057
3074,1448398489
3550,1476646019
3922,1491146402
4059,1436810132
5809,1510126550
6249,1434450289
6571,1515190993
863,1437423640
8635,1439895168
9537,1497009359
991,1435480274
10058,1513002581
11652,1488815115
11887,1508949668
13018,1515886349
13913,1499171467
13989,1459504021
14090,1515254347
14832,1454269931
15047,1505488073
15388,1474987596
16698,1499634578
16862,1524587855
18489,1522305415
19286,1471529673
19399,1509452875
19525,1495536415
20571,1437322940
20875,1468908700
20978,1510497111
21507,1508345523
23075,1471864870
23816,1490345745
24882,1435939778
25034,1437638457
25847,1491157107
25883,1496257744
434,1445812346
4476,1514296955
4531,1436446912
4828,1490725227
6491,1458802819
686,1470841277
73,1437428782
8481,1499713121
87,1500240491
890,1477995353
8950,1475779393
11327,1461171812
12402,1437085105
12935,1525279641
13782,1490364154
14400,1447758519
14681,1460028434
15353,1504456916
16508,1508653280
16943,1496308011
17836,1507200284
17944,1511280499
19207,1526502630
2031,1519062186
20415,1454071389
20601,1518554927
20760,1523712355
22726,1518114862
22766,1521722627
22836,1494483653
22989,1498070771
23260,1477416252
23881,1494401608
26086,1444666754
26362,1454258678
26551,1499182421
356,1519677206
3646,1503791245
3745,1504889157
3777,1515070902
4132,1512146869
4837,1519500995
512,1515169494
6305,1506807939
6708,1434610877
710,1500800440
7910,1459795320
8220,1500754300
1032,1507574706
10638,1512971542
10809,1521886931
12651,1512860224
13076,1436214764
13543,1447872361
14384,1510577658
16141,1479037594
16238,1436358869
16271,1478627267
17088,1509033108
17288,1468415406
17296,1462648390
18103,1442011267
18451,1499630739
18851,1462534133
19409,1521908258
19906,1518206944
20204,1480540232
20883,1436213263
21082,1475839204
21621,1479988571
22262,1477996565
22828,1525335112
24387,1477002349
24969,1476964231
25976,1507305659
26521,1511904525
26544,1470582730
3,1444568755
446,1471441206
5345,1518947663
541,1487937547
7780,1513593328
7948,1498511727
8235,1455448106
8324,1522581203
8681,1434797842
8790,1524495975
8865,1508787070
9107,1469215051
9511,1499450965
10251,1512171889
11492,1434373881
11582,1435845722
11689,1524664823
11813,1434441483
1215,1505429786
12285,1436126638
14582,1435410868
1569,1493670477
16284,1525682075
17433,1482568016
18706,1482061497
21177,1516093716
21616,1496941822
22115,1517588876
24987,1463178474
25589,1451934809
26153,1506969945
2759,1508779110
2943,1453969190
30,1509619393
3288,1526300376
3386,1441119192
3597,1506240876
4024,1468313196
4830,1519424392
6208,1481027324
6976,1518709982
9517,1491010463
10530,1441130490
11759,1446475228
12255,1473002533
12403,1522692830
12852,1515239429
15064,1497778534
16098,1434607095
16306,1505307182
16831,1493294486
17364,1510175595
1758,1514547505
18629,1496082233
20285,1437407456
20508,1518442781
20668,1434710400
21328,1525102090
22234,1512403671
22658,1462512705
23006,1510135249
23202,1525624000
23291,1517171882
23434,1512697824
23901,1518442756
24170,1436567574
25721,1509528280
3072,1437143639
34,1505076405
3814,1517159359
4163,1503308857
4182,1474123979
4366,1473276804
443,1437240617
5730,1510546296
6003,1489238163
6405,1504614891
6807,1474823029
8181,1437229315
8325,1476639071
8500,1522156138
8600,1459937930
8856,1507843108
910,1517837120
9595,1517391215
9956,1463318051
11255,1446739591
11279,1476312194
11968,1493369588
12006,1436551090
12614,1477084177
133,1441025943
14081,1495225205
14241,1436119322
14895,1499939888
14951,1507140719
15864,1497337767
20052,1526589078
20248,1445492436
20305,1484574793
20720,1492430186
2252,1450079684
2339,1526140902
24155,1501400903
24512,1475434286
25108,1436043103
25386,1501749467
25606,1435733721
26619,1522698014
2739,1524386098
3058,1486307073
4942,1494062324
5017,1434481562
5062,1485757926
5226,1477157347
6179,1526637121
6367,1515648811
7428,1517681453
7717,1495334631
8194,1491569515
8988,1504555294
11049,1511692748
11084,1495548487
11194,1505213006
11329,1508587012
11670,1454242982
12139,1472371889
12831,1525160244
1300,1476890157
13091,1497973629
13141,1514935154
15617,1445641970
16388,1506374531
17453,1460319261
17750,1436859324
17921,1435139025
19356,1512134901
19543,1465935243
20117,1523883051
21254,1523876409
21345,1436800129
22134,1497798005
22256,1480445228
22315,1509312215
22432,1436216468
23087,1522525242
24887,1525536897
24967,1504366477
25264,1516788910
25397,1520666660
2842,1506974074
287,1525091508
3154,1508702679
4200,1524416041
4834,1508338189
5440,1435598869
8735,1504290323
9228,1492964500
995,1487703583
10038,1434539931
10150,1506764924
10178,1519552603
10586,1468408457
10954,1518370310
12052,1435209045
12785,1511280296
12960,1519474508
14082,1509311535
14667,1463503936
15676,1436278664
16168,1436562029
16856,1522349874
16965,1488309385
19331,1456528543
21468,1512498916
21559,1526647994
21991,1522431899
2353,1477471074
24863,1445879719
3060,1471238288
3162,1473798613
5584,1444252996
6313,1434979160
7245,1456920526
7906,1449837055
7935,1462655587
8289,1446496088
903,1496787870
9104,1522181326
989,1474435404
10853,1524839118
11091,1435002215
12168,1434571063
12297,1435933987
13260,1489918021
14619,1485084101
15043,1482958581
15732,1471745766
15739,1519886258
16434,1515937389
16651,1437362988
16933,1497098451
17137,1502864936
18008,1500156681
1938,1447081082
19579,1437116965
19691,1501710794
2156,1434537855
21920,1472111365
22086,1507430418
23547,1464207768
23597,1468758280
23942,1501685091
250,1434614596
25152,1473499470
25398,1513261058
25484,1523817754
3087,1501664892
3148,1497456427
3636,1435728050
4814,1516517503
6399,1476717167
7035,1484140596
7687,1448377196
8683,1524177419
9119,1437162063
9367,1435602455
9484,1476887317
9602,1522484421
9661,1470470305
9706,1519586458
10009,1456045029
10447,1442342799
10534,1452763736
10709,1454414694
11143,1456787931
11837,1510340636
12347,1435319157
13060,1487088007
13847,1489071057
14269,1455307720
14309,1526398296
15250,1482359325
16399,1439583376
16485,1520924494
18993,1507606949
20385,1436205973
21406,1513003957
22278,1511016784
22330,1495132984
22705,1479217383
22732,1513710305
23457,1436220375
24593,1436171215
24767,1521151796
26078,1478442974
26161,1509816737
26199,1475273722
2758,1524028374
3098,1476953777
379,1520251128
4974,1507056503
4995,1486814835
5022,1501104203
5553,1469397566
5599,1492427280
7161,1475193453
7664,1497820162
782,1436174431
7824,1474754101
9718,1446703269
1089,1492441668
12216,1497206936
12413,1504256346
13270,1472027320
14987,1434575195
15105,1436206522
1679,1445725761
17233,1479712756
18424,1518701186
19147,1526741829
19262,1484559340
1932,1513620259
20687,1468149087
21323,1493923041
22761,1520370630
23132,1437398513
23222,1459167641
23254,1484380150
24411,1498495381
24548,1501095185
2478,1511297239
25441,1522941018
25601,1436815484
25793,1520598069
25989,1524327014
26156,1488645816
3429,1511818942
3807,1436818922
5653,1517411023
6021,1501693837
6384,1509394108
695,1505148384
7166,1508541032
7921,1478686006
8,1480604128
8017,1496683495
8172,1437421189
8284,1526395955
8394,1516154874
9110,1435588662
9796,1495473666
11239,1509621786
1227,1476614551
12276,1521752580
12371,1487512292
13313,1448043232
13350,1498034307
13764,1520180000
14891,1525511459
15314,1494246646
15569,1504598570
15738,1437238434
16212,1434966045
16325,1436104352
16802,1434988651
17313,1484361797
1737,1434373565
17377,1456694523
17908,1475608308
18058,1437060512
18065,1519677167
18084,1471207254
18642,1448025975
19575,1523032465
19652,1496708695
1977,1475862020
20432,1471871660
20974,1462359110
21149,1434386691
21429,1461062495
22059,1515237970
2211,1522298967
22337,1520845471
22341,1434716632
24724,1514912850
25503,1526372232
2561,1437416017
25696,1521736799
26098,1478470562
2816,1505932351
2882,1520729596
2975,1524804609
3723,1476389121
4681,1491330513
4819,1436885062
5700,1497113113
6754,1437638730
7066,1451307263
8446,1436819709
9504,1508683621
10388,1447334072
10635,1454930136
1277,1486977803
13342,1518099353
14072,1513675263
14089,1479591129
15022,1436369236
16535,1478855907
16680,1506362382
16753,1481596263
17002,1497556551
18303,1482445518
19949,1508346963
20054,1473948851
20237,1495980905
20520,1502181315
21603,1520646025
21784,1435166697
23777,1484122994
24101,1434986436
24247,1482435358
24278,1526557006
25216,1522052384
26556,1453659762
3449,1448005304
4310,1456308344
5346,1520405393
5421,1473772151
5673,1522089193
692,1516387592
7099,1436809321
8300,1459802830
8732,1437313343
9156,1523801901
10775,1448571937
11830,1514483354
11860,1466156146
11947,1435094791
13755,1525258961
13793,1436431976
16752,1470608992
16837,1504128853
17717,1436543655
17773,1524685581
21372,1497064988
21732,1445197841
22,1501187741
23049,1494695765
2496,1496686091
25468,1479290337
25531,1525703697
2580,1498250027
25802,1496814850
4199,1515761071
4266,1515606125
4565,1526372903
5874,1463403562
5886,1505207130
6334,1437072282
6661,1521062423
6801,1509682033
888,1453229734
10514,1479719919
12208,1518558517
12315,1436186374
13345,1520357330
13483,1466954138
14041,1460091797
14349,1490025580
14669,1471934781
14939,1505493000
1562,1521405353
15902,1496144061
16166,1479481798
17692,1490356610
18814,1436281519
18858,1457101977
19485,1489568595
19867,1483819784
21034,1522161640
23063,1442095182
25217,1497110196
26072,1450667399
3358,1494672735
3682,1508684906
4663,1476737993
5105,1497126389
6325,1500205260
7645,1512902094
7827,1508705198
808,1497109938
8355,1434878559
8389,1505567472
8471,1507559746
856,1496999990
8613,1437204940
8910,1437228739
9724,1522336109
10633,1437419796
10728,1488138702
11213,1469100251
12864,1523397691
14528,1446066188
14680,1505045278
15253,1506348153
15698,1475268648
15910,1499346274
18775,1452026392
18797,1437379939
18954,1474111117
19022,1525465930
1941,1523301161
19862,1520098863
20815,1499868523
21157,1507154000
2121,1520418010
21514,1436174346
21942,1499853807
22123,1523363448
22266,1497109534
22389,1472575774
22628,1436282132
23015,1436900959
23752,1521910456
24082,1511824421
24279,1507456377
24293,1479902482
24993,1434403400
26067,1495832370
3504,1505217233
3565,1523133898
3630,1434811502
3726,1517223340
3936,1476175882
4457,1439236101
4912,1482774207
4979,1438542411
6007,1505230024
6111,1505816817
6823,1451628538
7947,1514282230
8372,1518706730
9094,1518899992
9155,1502994283
1013,1437207464
11632,1474307632
11673,1479583467
11690,1525980838
11973,1436395318
12372,1444744071
12535,1509805355
13208,1502906673
14036,1478378150
14409,1466199458
14662,1442657747
15270,1434792095
15621,1524065831
16876,1502811483
16884,1478557668
17162,1437413566
17290,1460133443
17608,1444774652
18222,1508758367
19521,1472613673
19859,1459523106
20060,1487155099
20449,1514563135
21599,1525809762
21756,1450600430
21829,1496228718
22541,1492634857
22589,1484591425
23849,1521290566
23945,1488184030
25459,1510546360
26374,1457645060
26491,1479403048
26569,1525548735
2903,1437250862
2991,1460795443
3084,1521379990
3105,1513821047
3137,1436190024
3509,1509361859
3512,1515434537
3879,1488967553
4305,1518374606
4693,1448378135
5615,1524576773
7856,1478978607
8559,1456480826
9470,1506040101
9534,1436876311
9998,1476276093
1074,1516131866
10960,1453576069
11050,1520226335
11063,1515658550
11681,1437414725
11787,1502704451
11861,1477901126
11884,1516304105
12016,1475668474
12384,1455633972
12523,1513710840
12738,1482593071
13473,1501167970
15072,1482927864
15475,1454999312
15945,1461394909
16,1513104380
16594,1509354587
1696,1524781881
18068,1434822346
1919,1474069589
19274,1470569910
19363,1437421666
20205,1525471910
20964,1526709910
21980,1525353756
22638,1496849321
23787,1495592769
24719,1445517780
24940,1462262998
251,1496693213
25465,1437408628
25934,1477340026
26019,1507228681
26676,1504285564
3354,1515526697
3605,1525198994
4198,1488315855
4653,1476815669
4874,1514330707
488,1436890721
5845,1523475321
634,1510986985
644,1468336803
6886,1436710596
7313,1437241754
7323,1508706857
7715,1435415173
9591,1494599695
11162,1508610576
11291,1437125438
11470,1519395580
12246,1478982462
12842,1510303698
13973,1454002953
15258,1479671852
15636,1435967003
1635,1475304960
171,1479375855
17176,1457449951
183,1497832758
18698,1516886171
18755,1519584713
19045,1497185713
20129,1520943103
21929,1520005166
21985,1524325621
22012,1453726186
23029,1460321896
24103,1436826514
24241,1521281531
24536,1521537188
25316,1464446009
25842,1444906354
26703,1487193195
5721,1474059076
6431,1493986625
6844,1497964286
7899,1482220473
8150,1513889770
9834,1522004255
10475,1496681036
10837,1516364512
11154,1513602613
11579,1461243394
11796,1520871561
12656,1520877470
13063,1518610382
14139,1434362796
14383,1472161848
14590,1526500984
14936,1483833624
15808,1467900190
16988,1524175378
17854,1435700097
17958,1501081947
187,1483384883
19050,1489745472
19722,1503555144
2035,1515651014
20728,1496903432
21799,1504694369
22316,1472880051
24673,1447620616
24726,1505658898
26328,1488761661
26416,1459334988
26528,1444815087
26678,1474103825
2765,1458934086
4392,1498737613
4418,1458671684
4852,1488426579
5136,1520456470
7370,1508323027
7589,1510544939
7612,1488590285
7772,1500724695
7778,1493930383
8057,1481381761
9878,1453532764
1004,1520805995
10874,1487690286
12438,1436295080
13369,1460319336
14354,1515581425
14401,1506428645
15839,1495845421
16186,1436044418
16842,1440259621
18584,1508415823
1877,1461952377
19858,1435145309
2056,1500322778
20970,1435750471
22080,1495443011
2350,1457677602
2403,1522724344
24079,1512632261
25351,1522743817
26564,1493132070
2703,1492615706
3118,1520073995
3702,1505997400
4026,1525109640
410,1467241500
4317,1517043249
5627,1460311988
7491,1459001115
7670,1461052081
8142,1437332217
8936,1469129617
9371,1522516241
10838,1523382346
11344,1451425394
11663,1477306245
12115,1503510968
13366,1476461789
13399,1469273088
13978,1505052436
14222,1459251133
14374,1520510760
14433,1456865018
14583,1523619757
14641,1474720854
15125,1491672109
15684,1525894046
15894,1526656300
16234,1481114850
18506,1514407338
18543,1526725636
19243,1517646387
20030,1457118166
20278,1515692103
21280,1468402891
22417,1497119061
23219,1476962475
23711,1509130121
2375,1468667374
24074,1511704695
24151,1436866659
24557,1435582183
24688,1436821310
24704,1518985528
25174,1480019302
25295,1434740940
25875,1436815163
2604,1526491760
26346,1496610262
26578,1436054138
3272,1477905368
3360,1513819843
4373,1492271284
528,1490742621
6502,1495729318
7300,1515506406
7386,1520185894
7775,1436107240
8418,1508952872
8914,1503001457
9926,1458125633
10331,1493920033
12034,1525704936
12976,1490210355
13085,1495917129
14379,1522610456
16391,1436547106
18902,1435133486
19779,1485612983
20059,1456344427
20594,1491420726
21593,1473070879
2253,1472129744
23194,1526232162
24573,1446204492
24913,1455294957
24984,1518461133
25530,1507893020
2557,1484801703
26061,1493390095
26666,1514548124
3821,1503519047
568,1435577941
594,1505007835
629,1491314080
8035,1436144074
8198,1466055944
8492,1525719940
8767,1436393312
8777,1465563499
902,1520967416
9063,1436457311
9241,1482866821
11061,1521048239
11197,1487103169
11263,1501829441
13665,1507439931
14329,1524286575
1519,1523010915
15206,1513466693
15394,1436142980
15533,1453658355
16976,1467813390
18175,1436094981
19204,1465566196
19488,1526216881
21395,1516523407
22396,1519751835
23142,1517838044
24416,1451903182
25081,1437404131
2547,1485981992
25628,1436098280
25805,1505658907
26257,1525984305
3572,1522853401
3607,1523548837
4929,1477785645
5712,1460634429
5870,1509741651
6203,1492726576
6714,1520532409
6896,1457368074
6929,1434461899
697,1468463740
7202,1510288060
7212,1436872313
8160,1496769349
8455,1454002125
8741,1523264274
9008,1459082274
9131,1496232950
10047,1509392453
10442,1510872975
11077,1454080470
11221,1453206439
12516,1488315312
12833,1474892686
13017,1463407486
13235,1521446253
13240,1516460076
14185,1517784625
14237,1499183604
14933,1515425022
15154,1489142916
17696,1511272057
17706,1436216503
20552,1522288957
20564,1507970219
20966,1457886170
23011,1458321311
2396,1491168299
25785,1512831936
26349,1436427774
2795,1520440413
2811,1476096221
3003,1497851372
3153,1436731052
4466,1488567737
4702,1508933339
5701,1495180044
6956,1521634762
7087,1480171513
7295,1519122063
7325,1521398285
7399,1523783143
892,1457583287
10350,1465660165
1076,1515835823
10921,1511139948
11342,1506886274
12149,1513979666
13157,1436709390
13326,1492717100
13428,1515875874
14199,1525007144
14304,1438037555
17654,1448224288
1770,1437414935
18200,1436821124
19078,1436262168
19710,1462115537
19922,1512997363
19974,1525549510
20308,1456316390
20951,1509923918
22360,1477550652
23287,1501424033
23673,1506357599
25134,1464437755
25680,1446326927
25869,1436816963
2805,1434398219
3524,1497204677
6024,1436017463
6468,1495192596
6812,1513121741
6816,1436205642
7155,1511620919
7306,1522316624
785,1437454870
824,1522294162
8342,1516024060
8803,1510671221
928,1488031661
10200,1508540334
11004,1492281387
11900,1455031213
11916,1504947053
12209,1501430306
12222,1449164872
12311,1502024870
12506,1526049577
13600,1456321907
14643,1508397334
15307,1506087212
15850,1511085251
1645,1517767453
16740,1504036435
18020,1510608612
18107,1488911681
18305,1491686028
18674,1505054751
19451,1478200438
19873,1499107157
20250,1456938585
20410,1476037496
2094,1524217844
21660,1517321841
21984,1445610605
23725,1522141578
24611,1522095150
25333,1435140440
2755,1502910407
3310,1500154509
3849,1470234438
4204,1485818584
4360,1437926558
5286,1476015130
6002,1489147790
6486,1435499162
6591,1526496609
7069,1435061950
10073,1438698521
10116,1469085324
10214,1497474111
1278,1436813190
14050,1497787571
15374,1503828408
15703,1492588897
18144,1436207307
18667,1497394572
18962,1457444039
20619,1525442183
21229,1438875712
21397,1510853185
214,1475765311
21527,1514020216
22089,1436215008
22947,1523836181
23045,1442834643
24062,1434386559
24265,1494527118
25103,1436385907
25148,1493823352
25971,1477293653
26184,1456348715
2693,1526629782
3328,1452764278
3823,1436733607
4151,1526027187
4167,1474663105
4806,1457385037
560,1521543372
5647,1437024082
6079,1469187596
6498,1437129189
7255,1513277607
7329,1435136951
7499,1488291515
7562,1434474555
8161,1435956247
8810,1435152891
9138,1517838926
9165,1501411486
10732,1509950983
10893,1492959663
12443,1439266272
1260,1475825447
15527,1436175861
15731,1455028414
15787,1525104803
15854,1523370289
15944,1491653490
15992,1499459240
17443,1525773749
18055,1457344521
19656,1520530822
20427,1441979881
20528,1499828067
21102,1506099955
22146,1492184562
23576,1524817421
24054,1434837422
24371,1459291480
24424,1523781431
24594,1498067002
24832,1478292131
25304,1436636924
26321,1525275420
3904,1518012022
3909,1501451206
4150,1509993941
4444,1491476559
4646,1493546158
5156,1450709979
573,1434906049
609,1513945619
6891,1492875082
